YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
1969,Male,,Married (w/kids),Bachelor's Degree,Democrat,,,,,,,,,Yes,No,Yes,No,No,,,,,,,,,Yes,,Pragmatist,,Yes,,,,,Yes,Yes,No,Yes,A.M.,,,,,Me,,No,Yes,,,,,,Talk,People,No,,,,Yes,Supportive,,,,,,,,,,,,No,,,,,,,No,Yes,,Yes,,,No,No,No,Own,,,,,,,,,,,No,,,,,,
1971,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Republican,,,,,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Try first,No,No,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,No,End,No,Yes,Me,Yes,Yes,Yes,No,No,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,No,No,Supportive,No,PC,Yes,Risk-friendly,Yes,Yes!,Yes,Space,Yes,In-person,Yes,No,Yes,No,Grrr people,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Own,Pessimist,Mom,No,Yes,No,No,Nope,Yes,No,No,No,No,No,Yes,No,No,Yes
1998,Male,"under $25,000",Single (no kids),Current K-12,Democrat,No,No,Yes,No,No,Yes,Public,No,No,No,No,Yes,Yes,Yes,Science,Try first,No,Yes,No,No,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,No,No,Yes,A.M.,Yes,Start,Yes,No,Circumstances,No,No,Yes,No,No,Mysterious,No,No,Talk,People,No,Yes,Yes,Yes,Yes,Demanding,No,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Own,Pessimist,Dad,No,No,No,Yes,Nope,Yes,No,No,No,Yes,No,Yes,No,No,Yes
1989,Male,,Single (no kids),,Republican,,Yes,No,No,No,Yes,Public,No,Yes,No,No,No,Yes,No,Science,Try first,Yes,Yes,No,No,Giving,Yes,Yes,Pragmatist,Yes,Yes,Hot headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,No,Yes,TMI,Yes,Yes,Talk,Technology,No,Yes,Yes,No,Yes,Supportive,Yes,Mac,Yes,Cautious,No,Umm...,No,Socialize,No,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Rent,Pessimist,Mom,Yes,Yes,No,Yes,Check!,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
1953,Female,"$50,000 - $74,999",Single (no kids),,Democrat,,No,No,Yes,Yes,No,,,,,,Yes,Yes,Yes,Science,Study first,Yes,Yes,No,No,Giving,Yes,No,Idealist,,Yes,,Odd hours,Yes,,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Me,No,No,,Yes,No,TMI,No,,,Technology,,,No,,Yes,Supportive,Yes,PC,,Risk-friendly,Yes,Umm...,,Space,No,Online,Yes,No,Yes,No,Grrr people,Yes,Yes,No,No,Yes,Yes,,Yes,,,,,Own,Optimist,,,Yes,,,Check!,No,Yes,,,Yes,No,Yes,,,Yes
1970,Female,"under $25,000",Single (no kids),Master's Degree,Republican,,No,No,No,Yes,No,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.M.,,End,,,Me,,,,,No,TMI,Yes,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Own,Optimist,Dad,,No,Yes,No,Check!,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
1969,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,,,No,Yes,Yes,Yes,Private,No,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,Yes,No,Yes,No,Giving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,Yes,Yes,TMI,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,Pessimist,Dad,No,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
1988,Female,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Republican,,,,,,,,,,,,,Yes,,,Study first,No,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Mac,Yes,Cautious,Yes,Umm...,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,,,No,No,Yes,Yes,No,No,Yes,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes
1980,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Republican,,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Art,Try first,No,Yes,Yes,Yes,Giving,No,No,Idealist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,Yes,Yes,TMI,Yes,No,Talk,Technology,Yes,No,Yes,Yes,Yes,Supportive,Yes,Mac,No,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Own,Optimist,Dad,Yes,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1976,Female,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Democrat,,No,No,No,No,Yes,Public,Yes,Yes,No,Yes,No,No,No,Science,Study first,Yes,No,No,No,Giving,No,Yes,Pragmatist,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,No,Yes,No
1976,Female,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Democrat,No,Yes,No,No,Yes,Yes,Public,No,No,No,Yes,No,No,Yes,,Try first,No,Yes,No,No,Giving,Yes,No,,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,,Yes,Yes,Me,No,Yes,,No,No,Mysterious,No,No,Talk,Technology,No,No,Yes,Yes,Yes,,No,,Yes,Cautious,No,Yes!,,Space,Yes,Online,,No,Yes,No,Grrr people,Yes,No,No,Yes,,No,No,Yes,No,,No,No,Own,Pessimist,,No,Yes,No,Yes,Nope,Yes,No,No,Yes,,,Only-child,No,,No
1950,Male,"$75,000 - $100,000",Married (no kids),Associate's Degree,Democrat,No,No,,No,No,Yes,Public,,Yes,No,No,No,No,Yes,Science,Study first,No,No,Yes,No,Giving,Yes,No,Idealist,Yes,No,Cool headed,Odd hours,Yes,Right,Yes,Yes,Yes,No,A.M.,No,Start,Yes,No,Me,Yes,No,No,No,No,Mysterious,Yes,,Talk,People,Yes,Yes,No,,,,Yes,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,,No,,Yes,Yes,Yay people!,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Rent,Optimist,,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
1997,Male,,,Current K-12,Democrat,Yes,No,No,No,No,No,Public,Yes,Yes,Yes,Yes,No,Yes,No,Art,Try first,No,Yes,Yes,No,Receiving,No,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,Yes,No,Yes,No,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,Yes,Yes,Demanding,Yes,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,,,No,No,No,No,Yes,No,No,No,No,Own,Pessimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1998,Male,"over $150,000",Single (no kids),Current K-12,Democrat,,No,No,No,No,Yes,Public,No,No,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,Yes,Mysterious,No,No,Talk,People,No,Yes,No,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes
1998,Female,,Single (no kids),,Republican,Yes,Yes,No,Yes,No,Yes,Private,No,Yes,No,Yes,No,Yes,Yes,Art,Try first,No,No,Yes,No,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,No,No,No,Yes,P.M.,No,Start,Yes,Yes,Me,No,No,Yes,Yes,No,TMI,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,No,Supportive,Yes,Mac,No,Risk-friendly,No,Umm...,No,Socialize,No,In-person,No,No,No,Yes,Yay people!,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Own,Optimist,Mom,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
1995,Male,,,,Republican,No,Yes,No,No,Yes,No,Private,Yes,No,No,No,No,No,Yes,Science,Study first,Yes,No,No,Yes,Receiving,No,No,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,Yes,Mysterious,No,Yes,Talk,Technology,Yes,No,Yes,No,Yes,Supportive,Yes,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,No,Yes,No,Yay people!,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Own,Optimist,Dad,Yes,No,No,No,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1992,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,No,No,No,No,No,Public,No,Yes,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Talk,People,No,Yes,Yes,No,Yes,,No,PC,Yes,Cautious,Yes,Yes!,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes
1985,Female,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Republican,Yes,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,No,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,No,No,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,End,Yes,No,Me,Yes,No,No,No,No,TMI,No,No,Tunes,People,Yes,No,No,Yes,No,Demanding,No,PC,Yes,Cautious,No,Yes!,Yes,Space,No,Online,Yes,Yes,No,Yes,Grrr people,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No
1978,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Democrat,,,No,Yes,Yes,No,Public,Yes,Yes,Yes,Yes,Yes,No,Yes,Art,Study first,,,,,,,,,,,,,,,,,No,Yes,A.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,Yes,Mysterious,Yes,No,Tunes,People,Yes,No,No,Yes,No,Supportive,No,,,,,,,,,,,No,,Yes,Grrr people,Yes,No,No,No,Yes,Yes,Yes,Yes,,,,Yes,Rent,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1997,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Democrat,,No,No,No,Yes,Yes,Public,Yes,No,No,Yes,Yes,,Yes,Science,Study first,,,No,No,Giving,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,Demanding,No,,,Risk-friendly,,Yes!,No,Space,No,Online,No,Yes,No,,,,,,,,,Yes,,No,,Yes,Yes,,,,,,,,,,,,,,,,,,
1976,Female,"under $25,000",Married (w/kids),High School Diploma,Republican,No,No,No,No,No,No,Public,No,No,No,Yes,Yes,No,Yes,Science,Study first,Yes,No,Yes,No,Giving,Yes,No,Idealist,No,Yes,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,Start,Yes,Yes,Me,Yes,No,Yes,No,No,TMI,No,No,Tunes,Technology,Yes,Yes,No,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
1972,,"over $150,000",Married (w/kids),Doctoral Degree,Democrat,No,Yes,,,No,No,Public,,Yes,No,Yes,Yes,,Yes,Science,,,,,,,,,,,,,,,,,,,,P.M.,,End,Yes,Yes,Me,,,,,,,,,Talk,Technology,,,,,,,,,No,,,,,,,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Own,Optimist,Dad,,Yes,Yes,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,Yes
1948,Male,,,,Democrat,,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,Yes,No,Science,Study first,Yes,Yes,Yes,No,Giving,No,No,Idealist,Yes,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,Yes,No,Mysterious,Yes,No,Talk,People,No,No,Yes,Yes,Yes,Supportive,Yes,PC,No,Risk-friendly,Yes,,No,Socialize,No,In-person,No,Yes,Yes,No,Yay people!,Yes,Yes,,Yes,No,No,No,Yes,No,No,Yes,Yes,Own,Optimist,Dad,Yes,Yes,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Only-child,Yes,No,No
1954,Female,"$25,001 - $50,000",Single (w/kids),Associate's Degree,Democrat,No,Yes,No,Yes,Yes,Yes,Public,No,No,Yes,No,Yes,No,Yes,Science,Study first,No,No,Yes,No,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Right,Yes,No,No,No,P.M.,No,Start,Yes,No,Me,Yes,No,Yes,No,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,No,Supportive,Yes,PC,Yes,Risk-friendly,No,,Yes,,No,Online,No,Yes,,Yes,Yay people!,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Rent,Optimist,Mom,Yes,No,Yes,No,Check!,Yes,No,No,No,Yes,No,Yes,Yes,No,No
1949,Male,"$100,001 - $150,000",Single (no kids),Master's Degree,Democrat,No,No,No,No,Yes,Yes,Private,Yes,Yes,No,No,No,Yes,Yes,Science,Try first,No,No,No,No,Giving,Yes,Yes,Idealist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,End,No,No,Me,Yes,No,No,No,Yes,Mysterious,No,Yes,Tunes,Technology,Yes,,,No,Yes,Demanding,No,Mac,No,Cautious,Yes,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Own,Pessimist,Dad,Yes,Yes,Yes,No,Nope,Yes,Yes,No,Yes,Yes,No,,,,Yes
1973,Female,"$75,000 - $100,000",Domestic Partners (no kids),Bachelor's Degree,Republican,Yes,Yes,No,,No,No,Public,No,Yes,No,Yes,,No,Yes,Art,Study first,Yes,No,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,,,No,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,Yes,,No,No,Tunes,People,Yes,Yes,Yes,Yes,,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1966,Male,"over $150,000",Married (w/kids),Doctoral Degree,Republican,No,Yes,No,Yes,No,No,Private,Yes,No,No,Yes,Yes,Yes,Yes,Science,Try first,No,Yes,No,Yes,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Right,No,Yes,Yes,No,A.M.,No,End,Yes,Yes,Me,Yes,No,Yes,Yes,No,Mysterious,No,Yes,Talk,People,Yes,Yes,No,No,No,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Own,Optimist,Dad,Yes,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
1995,Male,"$25,001 - $50,000",Single (no kids),Current K-12,Democrat,No,No,No,No,No,Yes,Private,No,No,,Yes,No,,,,Study first,No,No,No,Yes,Giving,No,Yes,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,No,No,No,A.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,No,Mysterious,No,No,,,,Yes,Yes,No,No,Supportive,,Mac,No,Cautious,No,Umm...,No,Space,No,In-person,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1974,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Democrat,No,No,No,No,No,No,Public,Yes,Yes,No,Yes,No,No,Yes,Art,Study first,No,No,No,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,Yes,No,TMI,No,No,Tunes,People,Yes,Yes,No,Yes,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,Yes,Online,No,No,Yes,Yes,Yay people!,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Yes,No,Yes,No
1984,Female,"$75,000 - $100,000",Married (no kids),Master's Degree,Democrat,Yes,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,Art,Try first,Yes,No,Yes,Yes,Giving,No,Yes,Pragmatist,No,No,Cool headed,Odd hours,Yes,Right,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,Yes,Circumstances,No,No,No,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,No,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,,Yes,No,No,Yes,No,No,No,Yes,No,Own,Pessimist,,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,No
1988,Female,"$25,001 - $50,000",Married (w/kids),Bachelor's Degree,Republican,No,No,No,No,No,No,Public,No,No,No,No,Yes,No,Yes,Art,Study first,Yes,No,Yes,Yes,Giving,No,No,,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,No,End,Yes,Yes,Me,No,No,Yes,No,Yes,TMI,No,No,Tunes,Technology,Yes,No,No,No,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
1980,Male,"over $150,000",Married (no kids),Doctoral Degree,Democrat,No,Yes,No,Yes,No,No,Public,No,,No,Yes,Yes,,Yes,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,Yes,Yes!,No,Socialize,Yes,,,No,Yes,Yes,Yay people!,,,,,,,,,No,No,Yes,Yes,Own,,,,,,,,,,Yes,,,,Yes,No,,Yes
1987,Male,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Democrat,,,,,,,,,Yes,Yes,No,Yes,No,Yes,Science,Study first,No,No,Yes,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,Yes,No,Yes,Yes,P.M.,Yes,End,Yes,Yes,Me,,,,,,,,,,,,,,,No,Supportive,No,PC,Yes,,,,,,,Online,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,Nope,No,No,No,Yes,No,No,Yes,No,No,
1996,Female,"over $150,000",Single (no kids),Current K-12,Democrat,Yes,Yes,No,No,No,Yes,Public,,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,No,,,No,Giving,Yes,No,,No,No,Cool headed,Standard hours,Yes,Happy,Yes,No,No,,P.M.,Yes,Start,Yes,No,Me,,No,Yes,,No,,No,Yes,Tunes,People,No,No,No,,Yes,Supportive,No,Mac,,Cautious,No,Yes!,No,,Yes,In-person,No,No,Yes,No,Yay people!,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Own,Optimist,Mom,Yes,No,Yes,Yes,Nope,No,No,No,No,Yes,No,Yes,Yes,,No
1994,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Republican,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,Science,Try first,No,Yes,No,Yes,Receiving,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Female,"$100,001 - $150,000",Single (no kids),Bachelor's Degree,Democrat,,Yes,No,Yes,No,No,Public,No,Yes,Yes,Yes,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Right,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,No,TMI,No,Yes,Tunes,People,No,Yes,Yes,Yes,No,Demanding,Yes,Mac,Yes,Risk-friendly,Yes,Yes!,No,Space,Yes,In-person,No,Yes,Yes,No,Yay people!,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Rent,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No
1993,Female,,,Current Undergraduate,Republican,,,No,No,Yes,No,Public,,Yes,No,Yes,,No,Yes,Art,,,,,Yes,Giving,No,,,,,Cool headed,Odd hours,No,,,Yes,,,P.M.,Yes,End,,No,,,,No,,No,Mysterious,No,,Tunes,,Yes,Yes,,Yes,Yes,,No,PC,No,,,,No,,Yes,,No,Yes,,Yes,,Yes,Yes,,No,,Yes,Yes,Yes,,No,Yes,No,Rent,,,No,No,,Yes,Check!,Yes,No,No,Yes,,Yes,Yes,,Yes,Yes
1971,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Republican,No,Yes,No,Yes,No,No,Private,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,No,No,Idealist,No,No,Cool headed,Standard hours,Yes,Right,Yes,Yes,No,No,A.M.,Yes,Start,No,Yes,Me,No,No,Yes,Yes,No,Mysterious,No,Yes,Talk,Technology,Yes,Yes,Yes,Yes,,Demanding,No,,Yes,,No,Umm...,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Dad,No,No,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
1993,Male,,Domestic Partners (no kids),Current Undergraduate,Democrat,No,Yes,No,No,Yes,No,Private,,No,No,No,Yes,Yes,Yes,Science,,No,Yes,Yes,Yes,,Yes,Yes,,,,Hot headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,No,Start,Yes,Yes,Me,,,No,,No,Mysterious,No,No,Tunes,Technology,,,,,,Supportive,No,PC,No,Risk-friendly,No,,No,Space,,,No,,Yes,Yes,,,,,,,,,Yes,No,No,No,No,Rent,,Dad,Yes,No,No,Yes,,Yes,,,,,,Yes,,No,
1988,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Republican,,,,,Yes,Yes,Private,No,Yes,No,Yes,Yes,,,,,,,No,,,No,No,Pragmatist,No,Yes,,,,,,Yes,Yes,Yes,,No,End,Yes,Yes,Me,Yes,,,,,,,,,,No,,Yes,,,,Yes,,Yes,Cautious,No,Umm...,No,Space,Yes,In-person,Yes,Yes,Yes,,Grrr people,,,,,,No,No,No,Yes,No,No,No,Own,Pessimist,Dad,Yes,No,No,No,Check!,,No,No,Yes,No,No,Yes,No,No,
2013,Male,"over $150,000",Married (w/kids),Doctoral Degree,Republican,,No,No,No,,No,Private,No,No,No,No,,,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,,Yes,A.M.,Yes,Start,No,No,Circumstances,,No,Yes,Yes,No,Mysterious,,,Talk,People,No,Yes,Yes,,,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,Yes,In-person,No,Yes,No,Yes,Grrr people,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,Pessimist,Dad,,No,No,Yes,Nope,Yes,No,No,No,No,No,Only-child,No,No,No
1980,Female,"$75,000 - $100,000",Married (no kids),High School Diploma,Republican,,No,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,No,Idealist,Yes,No,Cool headed,Odd hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,No,No,Yes,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Socialize,Yes,Online,Yes,No,No,Yes,Yay people!,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Rent,Optimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No
